0.04170834856794637, [None]
0.08341669713589274, [None]
0.12512504570383912, [None]
0.16683339427178548, [None]
0.20854174283973187, []
0.25025009140767823, [None]
0.2919584399756246, [None]
0.33366678854357096, [None]
0.3753751371115174, [None]
0.41708348567946374, []
0.4587918342474101, [None]
0.5005001828153565, []
0.5422085313833028, [None]
0.5839168799512492, []
0.6256252285191956, []
0.6673335770871419, [None]
0.7090419256550884, [None, None]
0.7507502742230348, [None, None]
0.7924586227909811, [None]
0.8341669713589275, [None, None]
0.8758753199268738, [None]
0.9175836684948202, [None]
0.9592920170627666, ['Stephanie Beatriz']
1.001000365630713, [None, None]
1.0427087141986593, [None]
1.0844170627666057, []
1.126125411334552, []
1.1678337599024984, []
1.2095421084704447, []
1.251250457038391, []
1.2929588056063375, []
1.3346671541742838, []
1.3763755027422302, []
1.4180838513101768, []
1.4597921998781231, []
1.5015005484460695, []
1.5432088970140159, []
1.5849172455819622, []
1.6266255941499086, []
1.668333942717855, []
1.7100422912858013, []
1.7517506398537477, []
1.793458988421694, []
1.8351673369896404, []
1.8768756855575868, []
1.9185840341255331, []
1.9602923826934795, []
2.002000731261426, []
2.043709079829372, []
2.0854174283973186, []
2.127125776965265, []
2.1688341255332113, []
2.2105424741011577, []
2.252250822669104, []
2.2939591712370504, []
2.3356675198049968, []
2.377375868372943, []
2.4190842169408895, []
2.460792565508836, []
2.502500914076782, []
2.5442092626447286, []
2.585917611212675, []
2.6276259597806213, []
2.6693343083485677, []
2.711042656916514, []
2.7527510054844604, []
2.794459354052407, []
2.8361677026203536, []
2.8778760511883, []
2.9195843997562463, []
2.9612927483241926, []
3.003001096892139, []
3.0447094454600854, []
3.0864177940280317, []
3.128126142595978, []
3.1698344911639245, []
3.211542839731871, []
3.253251188299817, []
3.2949595368677635, []
3.33666788543571, []
3.3783762340036563, []
3.4200845825716026, []
3.461792931139549, []
3.5035012797074954, []
3.5452096282754417, [None]
3.586917976843388, []
3.6286263254113345, [None]
3.670334673979281, [None]
